1	22 
2	1 
3	4 6 7 
4	5 
5	10 
6	13 
7	6 14 20 
8	11 
9	10 
10	2 14 18 
11	17 
12	10 
13	22 
14	8 
15	22 
16	20 
17	19 
18	15 
19	19 
20	4 
21	10 
22	6 12 16 
23	15 
24	12 
25	10 
26	15 
27	4 
28	21 
29	15 
30	20 
31	21 
32	9 
33	3 
34	9 
35	17 
36	5 
37	13 
38	2 
39	6 
40	1 
41	17 
42	4 
43	7 
44	11 
45	16 
46	11 
47	16 18 22 
48	1 18 20 
49	8 
50	13 
51	8 
52	16 
53	3 
54	11 
55	5 
56	6 9 14 
57	21 
58	14 
59	17 
60	2 
61	7 
62	1 9 12 
63	21 
64	19 
65	15 
66	9 
67	13 
68	22 
69	11 12 18 
70	16 
71	2 
72	20 
73	21 
74	5 9 16 
75	22 
76	22 
77	3 
78	12 
79	20 
80	18 
81	6 
82	3 
83	13 
84	7 
85	9 
86	5 
87	11 
88	17 
89	21 
90	1 7 14 
91	1 3 5 
92	6 
93	9 
94	6 
95	13 
96	18 
97	1 
98	2 11 15 
99	18 
100	7 
101	14 
102	3 
103	2 7 17 
104	6 
105	11 
106	1 
107	14 
108	18 
109	3 
110	14 
111	13 
112	11 
113	22 
114	7 8 12 
115	7 
116	12 13 19 
117	12 
118	18 
119	14 17 22 
120	12 
121	17 
122	17 
123	12 
124	18 
125	1 13 17 
126	3 7 16 
127	12 
128	11 
129	7 
130	12 
131	17 
132	4 7 8 
133	8 13 18 
134	11 
135	7 
136	4 5 10 
137	7 
138	7 9 20 
139	12 20 22 
140	2 8 20 
141	1 13 18 
142	17 
143	18 
144	18 
145	11 
146	2 17 21 
147	3 11 14 
148	16 19 21 
149	18 
150	11 17 19 
