1	4 
2	19 
3	18 
4	3 
5	17 
6	2 
7	12 
8	9 10 15 
9	8 
10	2 
11	4 
12	7 
13	14 
14	19 
15	5 
16	17 
17	10 
18	3 
19	18 
20	7 
21	11 
22	1 
23	18 
24	14 
25	1 
26	8 11 15 
27	15 
28	8 
29	19 
30	1 2 18 
31	15 
32	7 
33	18 
34	16 
35	11 
36	11 
37	17 
38	2 
39	10 
40	14 
41	11 
42	16 
43	4 
44	16 
45	7 
46	8 
47	14 
48	7 
49	10 
50	5 
51	8 
52	7 
53	4 
54	19 
55	12 
56	1 
57	9 
58	12 
59	18 
60	5 
61	3 
62	15 
63	5 
64	16 
65	2 
66	3 
67	12 
68	16 
69	9 
70	16 
71	6 10 16 
72	12 
73	1 
74	6 15 19 
75	9 
76	13 
77	6 15 17 
78	3 
79	5 
80	8 
81	9 
82	8 
83	13 
84	3 
85	18 
86	5 
87	4 
88	2 
89	3 
90	13 
91	1 
92	3 8 9 
93	13 
94	1 
95	2 
96	15 
97	5 
98	12 
99	12 
100	5 
101	1 
102	1 
103	6 15 18 
104	1 
105	3 
106	18 
107	13 
108	15 
109	13 
110	8 
111	12 
112	10 
113	6 
114	8 
115	10 
116	10 
117	4 11 13 
118	6 
119	6 
120	9 
121	9 
122	6 
123	5 6 10 
124	6 
125	10 14 17 
126	13 
127	13 
128	6 
129	4 9 14 
130	13 
131	13 
132	6 9 19 
133	9 11 16 
134	13 
135	3 6 10 
136	7 12 13 
137	8 9 12 
138	2 13 19 
139	9 13 17 
140	2 3 18 
141	2 7 8 
142	1 10 11 
143	14 16 18 
144	1 12 15 
145	4 6 16 
146	6 12 16 
147	1 10 14 
148	2 9 17 
149	5 9 11 
150	4 5 17 
