1	21
1	62
1	99
1	114
1	118
1	138
2	20
2	22
2	59
2	66
2	85
2	94
3	53
3	96
3	109
3	116
3	126
3	133
4	19
4	32
4	122
4	123
4	141
4	146
5	7
5	11
5	13
5	29
5	78
5	141
6	117
6	120
6	122
6	129
6	136
6	147
7	5
7	11
7	13
7	29
7	131
7	141
8	43
8	50
8	107
8	131
8	136
8	150
9	12
9	106
9	115
9	128
9	133
9	134
10	27
10	34
10	67
10	137
10	140
10	148
11	5
11	7
11	13
11	29
11	45
11	141
12	9
12	106
12	128
12	133
12	134
12	146
13	5
13	7
13	11
13	29
13	119
13	141
14	22
14	72
14	89
14	90
14	106
14	147
15	18
15	81
15	97
15	104
15	105
15	149
16	54
16	60
16	64
16	87
16	136
16	146
17	74
17	80
17	102
17	112
17	131
17	137
18	15
18	24
18	36
18	97
18	104
18	105
19	4
19	32
19	99
19	123
19	141
19	146
20	2
20	39
20	66
20	85
20	94
20	130
21	1
21	28
21	62
21	99
21	114
21	149
22	2
22	14
22	72
22	89
22	106
22	147
23	30
23	55
23	120
23	130
23	136
23	144
24	18
24	64
24	71
24	97
24	104
24	105
25	38
25	117
25	120
25	122
25	129
25	147
26	37
26	49
26	84
26	96
26	109
26	128
27	10
27	34
27	98
27	140
27	148
28	21
28	102
28	114
28	121
28	122
28	144
29	5
29	7
29	11
29	13
29	42
29	141
30	23
30	55
30	92
30	130
30	136
30	144
31	77
31	89
31	103
31	106
31	132
31	147
32	4
32	19
32	39
32	123
32	141
32	146
33	39
33	59
33	66
33	85
33	94
33	130
34	10
34	27
34	135
34	140
34	148
35	90
35	91
35	112
35	135
35	145
35	147
35	150
36	18
36	71
36	81
36	97
36	104
36	105
36	133
37	26
37	49
37	56
37	84
37	96
37	109
37	130
38	25
38	40
38	88
38	110
38	118
38	125
38	133
39	20
39	32
39	33
39	59
39	66
39	85
39	94
40	38
40	68
40	88
40	110
40	118
40	125
40	132
41	56
41	84
41	96
41	109
41	117
41	140
41	145
42	29
42	58
42	61
42	139
42	140
42	142
42	148
43	8
43	48
43	62
43	71
43	107
43	136
43	150
44	88
44	115
44	118
44	125
44	132
44	141
44	142
45	11
45	110
45	118
45	125
45	132
45	133
45	148
46	53
46	98
46	133
46	139
46	141
46	142
46	149
47	75
47	91
47	112
47	142
47	144
47	145
47	150
48	43
48	50
48	92
48	107
48	115
48	131
48	150
49	26
49	37
49	84
49	96
49	109
49	111
49	140
50	8
50	48
50	107
50	128
50	136
50	142
50	150
51	64
51	82
51	93
51	95
51	101
51	124
51	127
52	73
52	74
52	100
52	111
52	116
52	126
52	139
53	3
53	46
53	57
53	98
53	103
53	108
53	141
54	16
54	60
54	87
54	136
54	143
54	146
54	149
55	23
55	30
55	67
55	92
55	130
55	136
55	144
56	37
56	41
56	61
56	84
56	96
56	109
56	148
57	53
57	96
57	98
57	103
57	133
57	139
57	142
58	42
58	61
58	139
58	140
58	143
58	148
58	150
59	2
59	33
59	39
59	66
59	85
59	88
59	94
60	16
60	54
60	64
60	87
60	124
60	143
60	146
61	42
61	56
61	58
61	67
61	140
61	142
61	148
61	150
62	1
62	21
62	43
62	70
62	99
62	114
62	134
62	138
63	73
63	76
63	86
63	100
63	111
63	116
63	126
63	139
64	16
64	24
64	51
64	60
64	87
64	136
64	143
64	146
65	68
65	69
65	108
65	113
65	119
65	145
65	148
65	149
66	2
66	20
66	33
66	39
66	59
66	94
66	130
66	138
67	10
67	55
67	61
67	120
67	129
67	139
67	140
67	148
68	40
68	65
68	69
68	78
68	108
68	113
68	119
68	149
69	65
69	68
69	78
69	108
69	113
69	119
69	140
69	149
70	62
70	82
70	92
70	93
70	95
70	101
70	124
70	127
71	24
71	36
71	43
71	81
71	97
71	104
71	105
71	145
72	14
72	22
72	77
72	89
72	98
72	103
72	138
72	146
73	52
73	63
73	100
73	111
73	116
73	126
73	134
73	144
74	17
74	52
74	80
74	102
74	106
74	130
74	131
74	137
75	47
75	87
75	91
75	112
75	121
75	135
75	145
75	147
76	63
76	100
76	111
76	116
76	125
76	126
76	135
76	144
77	31
77	72
77	82
77	89
77	103
77	132
77	138
77	147
78	5
78	68
78	69
78	108
78	113
78	119
78	134
78	145
79	83
79	86
79	90
79	91
79	121
79	134
79	137
79	143
80	17
80	74
80	102
80	106
80	121
80	130
80	131
80	144
81	15
81	36
81	71
81	97
81	100
81	104
81	105
81	145
82	51
82	70
82	77
82	95
82	101
82	124
82	127
82	129
83	79
83	86
83	90
83	121
83	123
83	137
83	138
83	143
84	26
84	37
84	41
84	49
84	56
84	96
84	101
84	109
84	140
85	2
85	20
85	33
85	39
85	59
85	86
85	94
85	104
85	130
86	63
86	79
86	83
86	85
86	90
86	121
86	137
86	138
86	143
87	16
87	54
87	60
87	64
87	75
87	117
87	136
87	143
87	146
88	38
88	40
88	44
88	59
88	110
88	118
88	125
88	132
88	148
89	14
89	22
89	31
89	72
89	77
89	106
89	138
89	140
89	147
90	14
90	35
90	79
90	83
90	86
90	121
90	137
90	138
90	143
91	35
91	47
91	75
91	79
91	112
91	118
91	121
91	144
91	147
92	30
92	48
92	55
92	70
92	99
92	107
92	114
92	149
92	150
93	51
93	70
93	95
93	101
93	124
93	126
93	127
93	137
93	147
94	2
94	20
94	33
94	39
94	59
94	66
94	85
94	110
94	135
95	51
95	70
95	82
95	93
95	101
95	103
95	124
95	127
95	136
96	3
96	26
96	37
96	41
96	49
96	56
96	57
96	84
96	109
96	140
97	15
97	18
97	24
97	36
97	71
97	81
97	104
97	105
97	123
97	145
98	27
98	46
98	53
98	57
98	72
98	103
98	133
98	139
98	141
98	142
99	1
99	19
99	21
99	62
99	92
99	109
99	114
99	134
99	138
99	149
100	52
100	63
100	73
100	76
100	81
100	111
100	116
100	125
100	126
100	139
101	51
101	70
101	82
101	84
101	93
101	95
101	115
101	124
101	127
101	137
102	17
102	28
102	74
102	80
102	121
102	123
102	130
102	131
102	137
102	147
103	31
103	53
103	57
103	72
103	77
103	95
103	98
103	124
103	127
103	150
104	15
104	18
104	24
104	36
104	71
104	81
104	85
104	97
104	105
104	145
105	15
105	18
105	24
105	36
105	71
105	81
105	97
105	104
105	116
105	145
106	9
106	12
106	14
106	22
106	31
106	74
106	80
106	89
106	123
106	128
107	8
107	43
107	48
107	50
107	92
107	121
107	128
107	131
107	136
107	141
107	150
108	53
108	65
108	68
108	69
108	78
108	113
108	115
108	119
108	134
108	145
108	149
109	3
109	26
109	37
109	41
109	49
109	56
109	84
109	96
109	99
109	137
109	140
110	38
110	40
110	45
110	88
110	94
110	118
110	125
110	131
110	132
110	142
110	146
111	49
111	52
111	63
111	73
111	76
111	100
111	116
111	126
111	135
111	139
111	144
112	17
112	35
112	47
112	75
112	91
112	121
112	135
112	144
112	145
112	147
112	150
113	65
113	68
113	69
113	78
113	108
113	115
113	119
113	134
113	145
113	146
113	149
114	1
114	21
