1	2 
2	15 
3	3 5 8 
4	13 
5	1 
6	18 
7	1 
8	6 
9	17 
10	12 
11	1 
12	17 
13	1 
14	9 
15	4 
16	11 
17	14 
18	4 
19	13 
20	15 
21	2 
22	9 
23	19 
24	4 
25	18 
26	8 
27	12 
28	2 14 18 
29	1 
30	19 
31	9 
32	13 
33	15 
34	12 
35	21 
36	4 
37	8 
38	7 
39	15 
40	7 
41	8 
42	20 
43	6 
44	7 
45	7 
46	3 
47	21 
48	6 
49	8 
50	6 
51	22 
52	5 
53	3 
54	11 
55	19 
56	8 
57	3 
58	20 
59	15 
60	11 
61	20 
62	2 
63	5 
64	11 
65	10 
66	15 
67	12 18 20 
68	10 
69	10 
70	22 
71	4 
72	9 
73	5 
74	14 
75	21 
76	5 
77	9 
78	10 
79	16 
80	14 
81	4 
82	22 
83	16 
84	8 
85	15 
86	16 
87	11 
88	7 
89	9 
90	16 
91	21 
92	2 6 19 
93	22 
94	15 
95	22 
96	8 
97	4 
98	3 
99	2 
100	5 
101	22 
102	14 
103	3 9 22 
104	4 
105	4 
106	9 14 17 
107	6 
108	10 
109	8 
110	7 
111	5 
112	21 
113	10 
114	2 
115	7 10 22 
116	5 
117	18 
118	7 
119	10 
120	18 
121	14 16 21 
122	18 
123	13 14 22 
124	22 
125	7 
126	5 
127	22 
128	6 17 18 
129	18 
130	14 15 19 
131	6 7 14 
132	7 
133	3 7 17 
134	2 10 17 
135	5 18 21 
136	6 11 19 
137	14 16 22 
138	2 9 16 
139	3 5 20 
140	8 12 20 
141	1 3 13 
142	3 7 20 
143	11 16 18 
144	5 19 21 
145	4 10 21 
146	11 13 18 
147	9 18 21 
148	7 12 20 
149	2 10 18 
150	6 20 21 
