1	11 
2	12 
3	5 
4	1 
5	19 
6	1 
7	8 
8	5 
9	1 
10	12 
11	14 
12	12 
13	7 
14	1 
15	1 
16	7 
17	19 
18	7 
19	1 
20	11 
21	12 
22	12 
23	7 
24	5 15 
25	17 
26	2 16 
27	8 
28	8 
29	16 
30	4 
31	6 
32	13 
33	19 
34	18 
35	19 
36	15 
37	9 
38	10 
39	8 
40	8 
41	15 
42	5 
43	17 
44	16 
45	10 
46	15 
47	2 
48	4 
49	14 
50	6 11 
51	13 
52	2 
53	6 
54	14 
55	9 
56	19 
57	19 
58	16 
59	9 
60	10 
61	3 
62	10 
63	16 
64	17 
65	4 5 
66	17 
67	19 
68	16 
69	9 
70	9 
71	17 
72	2 
73	18 
74	15 
75	18 
76	9 
77	5 10 
78	14 
79	17 
80	3 7 
81	19 
82	10 
83	2 
84	16 
85	2 
86	9 
87	16 
88	14 
89	3 4 
90	2 11 
91	9 19 
92	13 
93	15 
94	15 
95	13 
96	18 
97	6 
98	3 14 
99	14 
100	16 
101	14 
102	15 
103	19 
104	9 
105	14 
106	16 
107	3 
108	10 
109	10 
110	13 19 
111	18 
112	17 
113	10 
114	10 
115	3 9 
116	3 18 
117	18 
118	3 10 
119	3 
120	2 6 
121	4 17 
122	18 
123	11 13 
124	19 
125	15 
126	12 18 
127	3 
128	3 
129	8 14 
130	15 
131	15 
132	18 
133	3 
134	18 
135	4 6 
136	18 
137	6 15 
138	18 
139	3 
140	13 16 
141	7 19 
142	3 
143	3 18 
144	18 
145	11 15 
146	14 17 
147	6 15 
148	17 19 
149	6 13 
150	13 17 
