1	15 
2	7 
3	20 
4	2 
5	8 
6	17 
7	7 
8	2 
9	2 5 
10	6 9 
11	12 
12	4 
13	10 
14	2 
15	20 
16	10 
17	3 8 
18	12 
19	8 
20	7 
21	11 
22	19 
23	12 
24	5 
25	14 18 
26	5 
27	3 
28	8 
29	9 
30	16 
31	5 20 
32	6 14 
33	6 
34	6 
35	15 
36	12 13 
37	18 
38	9 
39	2 11 
40	8 13 
41	5 6 
42	1 
43	14 
44	13 
45	3 
46	13 
47	12 19 
48	18 
49	14 
50	7 
51	19 
52	10 
53	10 
54	3 
55	1 
56	5 
57	1 3 
58	16 
59	5 
60	8 
61	16 
62	12 
63	11 
64	1 
65	7 
66	17 
67	13 
68	20 
69	10 
70	4 
71	14 15 
72	15 
73	16 
74	4 
75	18 
76	8 
77	4 
78	12 
79	6 
80	3 15 
81	1 
82	9 11 
83	7 
84	1 
85	9 
86	18 
87	16 
88	13 
89	15 
90	5 19 
91	14 
92	3 
93	8 
94	19 
95	18 
96	11 
97	2 
98	9 
99	19 
100	10 
101	17 
102	16 
103	9 
104	4 
105	16 20 
106	17 
107	11 
108	11 
109	20 
110	10 18 
111	5 
112	9 
113	17 
114	4 
115	20 
116	14 
117	3 
118	4 
119	3 
120	13 
121	17 
122	4 15 
123	13 
124	8 
125	8 
126	17 
127	17 
128	5 
129	9 
130	2 16 
131	4 
132	4 13 
133	5 
134	2 17 
135	4 
136	3 8 
137	9 17 
138	2 17 
139	9 20 
140	14 19 
141	13 
142	20 
143	13 14 
144	13 
145	5 
146	19 20 
147	20 
148	13 
149	20 
150	11 20 
