1	2 
2	1 4 
3	4 
4	6 
5	1 5 
6	1 3 
7	1 
8	6 
9	1 
10	3 
11	2 
12	4 
13	3 6 
14	3 
15	2 
16	5 
17	2 
18	6 
19	1 2 
20	3 4 
21	1 
22	1 
23	4 
24	3 6 
25	1 2 
26	3 5 
27	4 
28	5 6 
29	3 5 
30	3 
31	6 
32	1 
33	3 
34	5 
35	4 
36	4 
37	3 
38	3 4 
39	2 6 
40	2 
41	6 
42	2 6 
43	5 
44	2 5 
45	5 6 
46	5 
47	2 
48	1 
49	2 
50	3 
51	5 
52	6 
53	4 
54	2 
55	1 
56	6 
57	5 6 
58	6 
59	3 
60	5 
61	1 3 
62	2 
63	3 
64	3 
65	3 
66	4 
67	3 5 
68	2 
69	4 
70	1 
71	2 
72	6 
73	1 
74	1 
75	1 
76	2 3 
77	3 
78	5 
79	2 
80	1 
81	6 
82	2 
83	2 4 
84	1 4 
85	1 
86	2 6 
87	1 
88	3 6 
89	2 
90	6 
91	1 
92	1 
93	6 
94	6 
95	2 
96	6 
97	1 
98	6 
99	2 5 
100	1 
