1	8 17 19 
2	9 
3	8 
4	14 
5	17 
6	11 
7	4 
8	15 
9	12 18 20 
10	21 
11	2 13 20 
12	3 
13	8 
14	2 16 18 
15	5 
16	18 
17	20 
18	5 
19	2 
20	12 
21	19 
22	14 
23	1 
24	7 15 21 
25	15 
26	9 
27	21 
28	15 
29	6 
30	3 
31	16 
32	12 
33	8 
34	3 
35	13 
36	1 
37	17 
38	3 
39	13 
40	4 
41	13 
42	10 
43	1 8 17 
44	14 
45	2 
46	15 
47	18 
48	1 
49	5 
50	19 
51	14 
52	14 
53	13 20 21 
54	5 
55	9 
56	5 
57	21 
58	7 
59	10 15 18 
60	9 
61	6 
62	19 
63	5 
64	11 
65	18 
66	21 
67	3 
68	2 
69	10 
70	12 
71	14 
72	11 
73	2 
74	6 19 20 
75	11 
76	6 
77	8 
78	20 
79	9 
80	13 
81	2 
82	4 
83	9 
84	7 
85	11 
86	10 
87	6 
88	13 
89	16 
90	1 3 17 
91	17 
92	12 
93	6 
94	6 9 16 
95	2 
96	14 
97	16 
98	8 
99	12 
100	19 
101	20 
102	12 
103	12 
104	7 
105	13 
106	2 
107	19 
108	17 
109	19 
110	2 
111	16 
112	13 
113	19 
114	14 
115	3 10 17 
116	9 19 21 
117	15 
118	16 
119	16 
120	4 10 15 
121	19 
122	7 
123	20 
124	14 
125	7 
126	7 
127	9 10 15 
128	16 
129	3 4 6 
130	7 
131	20 
132	7 13 18 
133	20 
134	20 
135	20 
136	4 14 15 
137	5 11 14 
138	8 13 20 
139	16 
140	16 17 18 
141	4 15 21 
142	20 
143	7 10 18 
144	1 16 17 
145	8 11 12 
146	7 18 20 
147	1 7 16 
148	4 12 21 
149	9 12 21 
150	6 11 21 
