1	11 
2	3 
3	8 
4	4 
5	2 
6	15 
7	8 
8	12 
9	8 
10	12 
11	14 
12	17 
13	6 
14	11 
15	6 
16	3 
17	4 
18	18 
19	20 
20	14 
21	16 
22	3 
23	17 
24	14 
25	4 
26	3 
27	7 
28	6 
29	5 
30	7 
31	16 
32	15 
33	1 
34	5 
35	3 
36	2 
37	13 
38	9 
39	5 
40	20 
41	9 
42	16 
43	11 
44	17 
45	18 
46	9 13 20 
47	14 
48	15 
49	10 
50	14 
51	8 
52	8 
53	17 
54	15 
55	11 
56	6 
57	4 
58	16 
59	8 
60	6 
61	8 
62	1 
63	17 
64	7 
65	19 
66	19 
67	16 
68	4 
69	12 
70	17 
71	20 
72	1 
73	8 
74	18 
75	5 9 13 
76	19 
77	12 
78	1 
79	15 
80	2 
81	18 
82	14 
83	4 
84	18 
85	10 
86	12 
87	2 3 13 
88	1 5 7 
89	4 
90	2 7 15 
91	2 
92	13 
93	13 
94	1 2 17 
95	10 
96	10 
97	20 
98	19 
99	18 
100	12 
101	19 
102	10 
103	14 
104	14 
105	20 
106	12 
107	15 
108	2 6 15 
109	6 12 14 
110	10 
111	15 
112	7 17 20 
113	10 
114	15 
115	10 
116	13 
117	20 
118	10 
119	20 
120	17 
121	13 
122	2 9 20 
123	19 
124	13 
125	13 
126	17 
127	20 
128	13 
129	13 
130	13 
131	8 17 19 
132	2 7 9 
133	15 18 19 
134	10 16 19 
135	1 2 10 
136	12 14 15 
137	12 13 17 
138	15 18 19 
139	4 12 15 
140	11 18 19 
141	1 4 6 
142	5 15 17 
143	5 10 16 
144	2 19 20 
145	1 11 20 
146	11 14 19 
147	1 8 10 
148	9 16 18 
149	2 8 19 
150	5 12 13 
