1	3 10 12 
2	11 
3	12 
4	7 14 17 
5	18 
6	10 
7	11 
8	14 
9	15 
10	14 
11	11 
12	19 
13	19 
14	11 
15	14 
16	7 
17	5 
18	10 
19	9 
20	16 
21	9 
22	17 
23	4 12 16 
24	12 
25	6 
26	19 
27	5 
28	2 
29	14 
30	2 
31	5 
32	18 
33	19 
34	4 
35	17 
36	1 
37	18 
38	17 
39	13 
40	1 
41	8 
42	15 
43	18 
44	2 
45	18 
46	5 
47	16 
48	4 
49	21 
50	10 13 15 
51	4 
52	2 
53	12 13 20 
54	21 
55	8 
56	20 
57	10 
58	15 
59	3 
60	2 
61	13 
62	6 9 12 
63	4 
64	14 
65	3 
66	16 
67	5 
68	8 
69	5 
70	1 
71	16 
72	19 
73	2 
74	8 
75	7 
76	12 
77	7 
78	14 
79	19 
80	7 
81	8 
82	21 
83	10 
84	15 
85	10 
86	9 
87	3 7 8 
88	16 
89	19 
90	8 
91	13 
92	13 
93	10 
94	9 
95	19 
96	3 
97	21 
98	9 
99	20 
100	6 
101	3 
102	20 
103	16 
104	10 
105	20 
106	3 
107	8 
108	13 
109	7 
110	12 13 17 
111	3 5 21 
112	7 
113	6 11 21 
114	16 
115	6 
116	6 
117	6 18 20 
118	20 
119	13 
120	13 
121	7 
122	12 
123	6 
124	12 
125	6 15 18 
126	6 
127	12 
128	12 
129	6 
130	7 
131	2 17 20 
132	2 14 17 
133	6 
134	7 
135	8 15 21 
136	1 4 17 
137	3 6 21 
138	10 16 20 
139	1 4 7 
140	3 8 21 
141	4 12 20 
142	3 16 21 
143	1 10 19 
144	7 14 20 
145	11 13 14 
146	8 13 15 
147	9 19 20 
148	1 9 21 
149	7 15 19 
150	9 14 16 
