1	2 
2	3 5 
3	8 
4	9 
5	4 
6	10 
7	8 
8	4 9 
9	1 
10	6 
11	3 
12	1 4 
13	4 
14	10 
15	8 
16	10 
17	6 
18	1 
19	8 
20	2 
21	6 
22	2 
23	10 
24	4 
25	10 
26	9 
27	5 
28	7 
29	1 
30	1 
31	7 
32	9 
33	5 10 
34	5 
35	8 
36	9 
37	7 
38	1 
39	1 
40	5 
41	5 
42	4 7 
43	9 
44	6 
45	8 
46	1 7 
47	8 
48	1 
49	3 
50	5 10 
51	3 
52	8 
53	1 4 
54	3 
55	5 
56	4 6 
57	9 
58	7 
59	3 
60	5 
61	7 10 
62	3 
63	1 4 
64	6 
65	8 
66	7 
67	1 6 
68	3 
69	7 
70	7 
71	3 
72	3 
73	3 
74	6 
75	6 
76	4 
77	8 
78	1 
79	4 
80	1 
81	6 
82	7 
83	7 
84	1 
85	6 
86	4 8 
87	6 8 
88	1 3 
89	2 3 
90	6 
91	2 6 
92	1 8 
93	1 
94	7 9 
95	4 6 
96	2 4 
97	1 2 
98	6 9 
99	5 7 
100	4 9 
