1	11 
2	6 
3	4 10 
4	7 
5	9 
6	3 
7	6 
8	12 
9	6 
10	5 9 
11	12 
12	9 
13	7 
14	7 
15	2 4 
16	3 
17	4 
18	1 
19	12 
20	5 
21	8 
22	4 12 
23	2 
24	2 3 
25	1 
26	2 11 
27	1 
28	6 
29	4 
30	6 
31	6 
32	4 
33	5 
34	7 
35	10 
36	10 
37	3 
38	4 
39	3 
40	7 
41	8 
42	5 9 
43	12 
44	3 
45	8 
46	7 
47	4 
48	11 
49	10 
50	11 
51	11 
52	1 2 
53	9 
54	6 
55	7 
56	12 
57	4 
58	5 
59	8 
60	4 
61	4 
62	7 
63	11 
64	5 
65	5 
66	8 
67	5 
68	5 
69	3 
70	3 
71	4 
72	8 10 
73	5 9 
74	1 9 
75	6 
76	11 
77	5 
78	4 
79	2 9 
80	5 9 
81	2 7 
82	6 8 
83	2 10 
84	8 
85	10 11 
86	2 
87	2 
88	5 
89	2 
90	4 
91	2 
92	5 6 
93	1 12 
94	3 10 
95	5 
96	3 4 
97	11 12 
98	4 10 
99	6 12 
100	7 8 
