1	4 
2	1 
3	3 
4	3 
5	3 
6	2 
7	4 
8	5 
9	1 
10	3 
11	5 
12	1 
13	4 
14	2 
15	2 
16	4 
17	4 
18	4 
19	5 
20	4 
21	1 2 
22	4 
23	4 
24	5 
25	1 
26	2 5 
27	5 
28	3 
29	1 
30	5 
31	3 
32	2 
33	3 
34	1 
35	3 
36	1 4 
37	5 
38	1 
39	2 
40	4 
41	4 
42	2 
43	3 
44	1 
45	2 
46	3 
47	1 
48	3 
49	2 
50	1 
51	5 
52	1 
53	5 
54	3 
55	1 
56	5 
57	5 
58	1 
59	1 
60	5 
61	5 
62	3 
63	2 
64	5 
65	2 
66	5 
67	2 
68	3 
69	2 
70	3 
71	5 
72	3 
73	1 
74	3 
75	5 
76	3 
77	2 
78	3 
79	2 
80	5 
81	3 
82	2 
83	5 
84	5 
85	2 
86	2 
87	5 
88	2 
89	5 
90	5 
91	1 
92	1 
93	2 
94	2 
95	1 
96	2 
97	1 
98	5 
99	1 
100	2 
101	1 
102	1 
103	2 4 
104	1 
105	5 
106	1 
107	1 
108	1 
109	2 4 
110	2 
111	1 5 
112	2 3 
113	1 
114	1 
115	1 
116	1 2 
117	4 5 
118	1 
119	1 
120	3 5 
