1	7
1	16
1	17
1	18
1	20
1	22
1	23
1	40
1	41
1	99
1	103
1	109
1	117
2	23
2	38
2	44
2	52
2	91
2	102
2	104
2	106
2	108
2	113
2	114
2	118
2	119
3	28
3	31
3	35
3	54
3	68
3	70
3	72
3	74
3	76
3	78
3	81
3	112
3	120
4	10
4	28
4	35
4	43
4	48
4	54
4	70
4	72
4	74
4	76
4	78
4	81
4	120
5	46
5	54
5	62
5	68
5	70
5	72
5	74
5	76
5	78
5	81
5	97
5	112
5	120
6	49
6	63
6	67
6	82
6	86
6	93
6	94
6	96
6	100
6	103
6	110
6	112
6	116
7	1
7	13
7	16
7	17
7	18
7	20
7	22
7	40
7	41
7	103
7	109
7	117
7	120
8	19
8	24
8	27
8	51
8	57
8	62
8	80
8	84
8	87
8	90
8	98
8	105
8	117
9	46
9	91
9	92
9	97
9	99
9	106
9	107
9	108
9	113
9	114
9	115
9	118
9	119
10	4
10	43
10	46
10	54
10	62
10	68
10	70
10	72
10	74
10	76
10	78
10	81
10	104
11	51
11	53
11	60
11	61
11	64
11	71
11	80
11	83
11	84
11	87
11	89
11	90
11	105
12	47
12	59
12	73
12	92
12	95
12	97
12	102
12	104
12	106
12	111
12	115
12	118
12	119
13	7
13	16
13	17
13	20
13	22
13	23
13	40
13	41
13	77
13	103
13	109
13	117
14	63
14	65
14	79
14	85
14	86
14	88
14	93
14	94
14	96
14	100
14	101
14	110
14	112
15	45
15	49
15	65
15	77
15	79
15	82
15	86
15	88
15	93
15	94
15	96
15	100
15	109
15	110
16	1
16	7
16	13
16	17
16	18
16	20
16	22
16	23
16	40
16	41
16	59
16	103
16	109
16	117
17	1
17	7
17	13
17	16
17	18
17	20
17	22
17	23
17	40
17	41
17	67
17	103
17	109
17	117
18	1
18	7
18	16
18	17
18	20
18	22
18	23
18	36
18	40
18	41
18	81
18	103
18	109
18	117
19	8
19	27
19	34
19	56
19	75
19	80
19	83
19	84
19	87
19	89
19	90
19	98
19	105
19	117
20	1
20	7
20	13
20	16
20	17
20	18
20	22
20	23
20	36
20	40
20	41
20	103
20	109
20	117
21	38
21	79
21	86
21	88
21	91
21	94
21	97
21	100
21	108
21	110
21	113
21	115
21	117
21	118
22	1
22	7
22	13
22	16
22	17
22	18
22	20
22	23
22	40
22	41
22	103
22	109
22	115
22	117
23	1
23	2
23	13
23	16
23	17
23	18
23	20
23	22
23	36
23	40
23	41
23	103
23	109
23	117
24	8
24	36
24	61
24	66
24	71
24	75
24	80
24	83
24	84
24	89
24	90
24	98
24	105
24	111
25	55
25	73
25	79
25	91
25	92
25	95
25	101
25	102
25	106
25	107
25	108
25	113
25	118
25	119
26	29
26	37
26	66
26	67
26	69
26	77
26	86
26	89
26	90
26	93
26	98
26	100
26	105
26	110
27	8
27	19
27	30
27	37
27	53
27	56
27	71
27	75
27	80
27	83
27	87
27	98
27	105
27	111
28	3
28	4
28	33
28	43
28	48
28	54
28	62
28	70
28	72
28	74
28	76
28	78
28	81
28	120
29	26
29	59
29	91
29	92
29	97
29	99
29	104
29	107
29	108
29	113
29	114
29	115
29	118
29	119
30	27
30	51
30	53
30	56
30	60
30	64
30	75
30	83
30	84
30	87
30	90
30	98
30	105
30	114
30	120
31	3
31	43
31	46
31	48
31	54
31	62
31	68
31	70
31	72
31	74
31	76
31	78
31	81
31	112
31	120
32	39
32	42
32	45
32	67
32	77
32	79
32	85
32	86
32	88
32	93
32	94
32	96
32	100
32	110
32	116
33	28
33	35
33	46
33	48
33	54
33	58
33	62
33	68
33	70
33	72
33	74
33	76
33	78
33	81
33	120
34	19
34	50
34	52
34	55
34	92
34	99
34	102
34	104
34	106
34	108
34	113
34	114
34	115
34	118
34	119
35	3
35	4
35	33
35	48
35	62
35	68
35	70
35	72
35	74
35	76
35	78
35	81
35	112
35	119
35	120
36	18
36	20
36	23
36	24
36	40
36	41
36	58
36	92
36	101
36	102
36	107
36	109
36	117
36	118
36	119
37	26
37	27
37	51
37	60
37	64
37	75
37	80
37	83
37	87
37	89
37	90
37	98
37	105
37	118
37	120
38	2
38	21
38	63
38	92
38	95
38	99
38	101
38	102
38	106
38	107
38	111
38	114
38	115
38	118
38	119
39	32
39	42
39	63
39	65
39	67
39	69
39	79
39	85
39	93
39	94
39	96
39	100
39	110
39	115
39	116
40	1
40	7
40	13
40	16
40	17
40	18
40	20
40	22
40	23
40	36
40	41
40	103
40	107
40	109
40	117
41	1
41	7
41	13
41	16
41	17
41	18
41	20
41	22
41	23
41	36
41	40
41	103
41	109
41	114
41	117
42	32
42	39
42	65
42	67
42	69
42	77
42	79
42	82
42	85
42	86
42	88
42	93
42	96
42	103
42	110
42	112
43	4
43	10
43	28
43	31
43	46
43	62
43	68
43	70
43	72
43	74
43	76
43	78
43	81
43	105
43	112
43	120
44	2
44	59
44	73
44	91
44	95
44	99
44	101
44	102
44	104
44	106
44	107
44	114
44	115
44	117
44	118
44	119
45	15
45	32
45	49
45	65
45	77
45	82
45	85
45	86
45	88
45	90
45	93
45	94
45	96
45	100
45	109
45	110
46	5
46	9
46	10
46	31
46	33
46	43
46	48
46	54
46	68
46	72
46	74
46	76
46	78
46	81
46	112
46	120
47	12
47	55
47	58
47	95
47	97
47	99
47	101
47	104
47	106
47	107
47	108
47	113
47	114
47	115
47	118
47	119
48	4
48	28
48	31
48	33
48	35
48	46
48	54
48	57
48	62
48	68
48	70
48	74
48	76
48	78
48	81
48	120
49	6
49	15
49	45
49	64
49	65
49	67
49	77
49	79
49	82
49	85
49	86
49	88
49	94
49	96
49	109
49	110
50	34
50	52
50	54
50	58
50	95
50	99
50	101
50	102
50	104
50	107
50	108
50	113
50	114
50	115
50	116
50	118
50	119
51	8
51	11
51	30
51	37
51	57
51	60
51	64
51	66
51	75
51	80
51	83
51	84
51	87
51	89
51	98
51	105
51	111
52	2
52	34
52	50
52	91
52	95
52	97
52	102
52	104
52	106
52	107
52	108
52	113
52	114
52	115
52	116
52	118
52	119
53	11
53	27
53	30
53	56
53	57
53	60
53	61
53	64
53	66
53	80
53	83
53	84
53	87
53	89
53	90
53	98
53	105
54	3
54	4
54	5
54	10
54	28
54	31
54	33
54	46
54	48
54	50
54	62
54	68
54	70
54	72
54	76
54	78
54	81
54	112
55	25
55	34
55	47
55	75
55	91
55	97
55	99
55	101
55	102
55	104
55	106
55	107
55	111
55	113
55	114
55	115
55	118
55	119
56	19
56	27
56	30
56	53
56	57
56	60
56	61
56	71
56	75
56	80
56	83
56	84
56	87
56	89
56	90
56	98
56	105
56	111
57	8
57	48
57	51
57	53
57	56
57	60
57	64
57	66
57	71
57	75
57	80
57	83
57	84
57	87
57	89
57	90
57	98
57	105
57	111
58	33
58	36
58	47
58	50
58	73
58	91
58	92
58	95
58	97
58	99
58	101
58	104
58	107
58	108
58	113
58	114
58	115
58	118
58	119
59	12
59	16
59	29
59	44
59	74
59	91
59	92
59	101
59	102
59	104
59	106
59	107
59	108
59	113
59	114
59	115
59	116
59	118
59	119
60	11
60	30
60	37
60	51
60	53
60	56
60	57
60	61
60	66
60	71
60	75
60	80
60	83
60	87
60	89
60	90
60	98
60	105
60	106
61	11
61	24
61	53
61	56
61	60
61	64
61	71
61	80
61	83
61	84
61	87
61	89
61	90
61	98
61	99
61	105
61	111
61	117
61	120
62	5
62	8
62	10
62	28
62	31
