1	9 
2	1 
3	5 
4	9 12 
5	10 
6	7 
7	12 
8	3 10 
9	10 
10	1 2 
11	11 
12	7 
13	8 
14	1 2 
15	6 10 
16	3 
17	9 
18	1 
19	5 
20	11 
21	3 
22	4 6 
23	11 
24	9 
25	9 12 
26	10 
27	7 
28	8 
29	5 
30	1 
31	5 
32	10 12 
33	2 6 
34	11 
35	6 
36	3 
37	10 
38	6 
39	1 
40	4 
41	6 7 
42	8 
43	1 
44	3 
45	4 8 
46	7 
47	11 
48	6 
49	4 9 
50	5 
51	11 
52	11 
53	11 
54	8 
55	5 
56	12 
57	3 
58	3 
59	9 
60	8 
61	9 
62	9 
63	10 
64	3 6 
65	2 
66	10 
67	2 
68	9 
69	5 
70	8 
71	1 
72	7 
73	4 11 
74	4 7 
75	5 
76	12 
77	8 
78	4 
79	3 6 
80	10 
81	7 12 
82	2 
83	4 
84	1 
85	2 
86	4 
87	5 
88	2 7 
89	8 
90	4 
91	3 12 
92	5 6 
93	2 
94	1 
95	12 
96	12 
97	11 
98	7 
99	2 
100	8 
