1	5 
2	14 
3	2 
4	6 
5	7 
6	7 14 
7	3 9 
8	1 
9	6 
10	12 
11	7 
12	12 
13	10 
14	11 
15	11 
16	8 
17	10 
18	2 3 
19	9 
20	11 
21	13 
22	5 
23	1 
24	5 
25	6 
26	2 
27	2 
28	6 8 
29	10 
30	1 
31	9 
32	9 
33	10 13 
34	4 14 
35	3 
36	5 
37	11 
38	4 
39	14 
40	1 7 
41	13 
42	12 13 
43	9 
44	8 
45	9 
46	9 
47	1 
48	4 
49	4 
50	13 
51	5 
52	1 
53	3 
54	3 
55	8 
56	4 
57	3 
58	12 
59	3 
60	8 
61	1 
62	5 
63	5 
64	6 
65	9 
66	1 
67	1 8 
68	2 12 
69	4 
70	4 
71	3 
72	9 
73	12 
74	4 10 
75	13 
76	1 
77	1 
78	8 14 
79	9 
80	6 
81	13 
82	2 11 
83	13 
84	3 
85	3 13 
86	13 
87	3 
88	13 
89	1 6 
90	1 
91	3 13 
92	3 
93	13 14 
94	3 
95	3 7 
96	1 
97	4 8 
98	13 
99	13 
100	6 12 
