1	3 
2	18 
3	3 
4	3 
5	17 
6	1 
7	8 18 
8	17 
9	5 
10	1 
11	11 
12	3 
13	16 
14	11 
15	5 
16	1 
17	17 
18	2 
19	8 
20	2 18 
21	9 
22	4 
23	2 
24	4 
25	6 
26	6 
27	13 
28	18 
29	16 
30	15 
31	8 14 
32	17 
33	3 
34	4 
35	10 12 
36	9 
37	13 
38	6 
39	6 
40	12 
41	10 
42	18 
43	14 
44	9 
45	4 
46	5 
47	15 
48	5 15 
49	14 
50	2 
51	8 
52	13 
53	7 10 
54	2 4 
55	16 
56	11 
57	13 
58	11 
59	11 
60	17 
61	18 
62	16 
63	4 
64	13 
65	11 
66	10 
67	14 
68	4 
69	2 
70	2 
71	14 
72	12 
73	3 13 
74	10 16 
75	11 
76	17 
77	18 
78	18 
79	5 
80	15 
81	6 
82	7 12 
83	17 
84	10 
85	9 
86	3 
87	4 
88	6 
89	15 
90	13 
91	18 
92	9 
93	6 
94	10 
95	8 
96	8 
97	15 
98	7 
99	7 
100	12 
101	8 17 
102	7 
103	16 
104	9 
105	15 
106	12 
107	16 
108	7 
109	8 
110	3 15 
111	8 
112	12 
113	5 10 
114	9 
115	9 
116	18 
117	14 
118	7 14 
119	18 
120	1 13 
121	7 
122	9 
123	10 16 
124	16 
125	7 
126	7 
127	7 
128	6 17 
129	10 15 
130	7 
131	10 14 
132	14 
133	1 11 
134	2 12 
135	5 16 
136	15 
137	12 18 
138	7 
139	9 15 
140	14 
141	14 16 
142	5 12 
143	7 
144	14 
145	9 16 
146	8 9 
147	14 
148	15 
149	3 14 
150	14 15 
