1	11 
2	12 
3	6 10 
4	4 
5	2 
6	8 
7	4 9 
8	4 
9	9 
10	4 6 
11	3 
12	7 
13	3 
14	3 7 
15	3 
16	4 
17	10 
18	2 
19	6 
20	1 9 
21	11 
22	6 
23	1 
24	10 
25	5 
26	1 
27	2 4 
28	12 
29	8 
30	11 
31	12 
32	8 
33	8 
34	12 
35	10 
36	11 
37	5 
38	1 10 
39	8 
40	1 
41	11 
42	8 
43	7 
44	5 
45	3 
46	12 
47	4 
48	4 
49	8 
50	6 
51	6 
52	4 
53	7 
54	6 
55	3 
56	8 9 
57	10 
58	7 
59	1 7 
60	1 
61	2 11 
62	8 
63	9 
64	5 
65	1 10 
66	10 
67	5 
68	7 
69	5 
70	3 
71	2 
72	2 
73	9 
74	2 
75	5 
76	1 
77	1 
78	2 7 
79	8 
80	4 12 
81	1 2 
82	8 
83	6 
84	6 
85	8 
86	5 10 
87	5 
88	3 4 
89	6 
90	4 
91	5 9 
92	6 
93	8 
94	8 
95	1 5 
96	1 
97	1 
98	6 10 
99	2 9 
100	1 
