1	3 11 
2	6 10 
3	5 
4	13 
5	6 
6	3 
7	7 
8	1 10 
9	12 
10	3 
11	8 
12	2 
13	3 
14	1 
15	4 
16	8 12 
17	5 10 
18	4 
19	5 
20	8 
21	11 
22	13 
23	7 
24	5 
25	3 
26	5 
27	10 
28	7 
29	2 
30	7 
31	12 
32	1 13 
33	4 13 
34	6 
35	6 
36	9 
37	10 
38	4 
39	1 
40	4 7 
41	7 
42	1 
43	1 
44	9 
45	10 
46	11 
47	2 11 
48	9 
49	6 
50	12 
51	10 
52	11 
53	6 
54	12 
55	12 
56	9 
57	6 
58	11 
59	4 
60	11 
61	11 
62	2 11 
63	9 
64	11 13 
65	2 
66	7 
67	7 8 
68	2 
69	2 
70	9 
71	9 
72	2 
73	1 
74	12 
75	4 7 
76	12 
77	10 
78	6 
79	6 7 
80	1 
81	12 
82	12 
83	1 
84	1 
85	7 
86	7 
87	7 
88	10 
89	7 
90	1 10 
91	10 
92	10 
93	10 
94	4 12 
95	1 2 
96	6 7 
97	1 9 
98	1 4 
99	10 
100	10 
