1	6 
2	4 
3	2 
4	17 
5	2 
6	17 
7	8 
8	6 
9	5 
10	12 
11	15 
12	6 
13	3 
14	6 
15	15 
16	8 
17	4 
18	3 
19	4 
20	7 
21	17 
22	7 
23	17 
24	10 
25	19 
26	5 
27	14 
28	13 
29	18 
30	1 
31	15 
32	3 
33	5 
34	11 
35	16 
36	19 
37	13 
38	18 
39	7 
40	4 
41	6 
42	3 
43	1 
44	13 
45	1 
46	16 
47	11 
48	6 
49	3 
50	9 
51	7 
52	14 
53	14 
54	13 
55	15 
56	19 
57	17 
58	16 
59	5 
60	16 
61	7 
62	9 
63	12 
64	1 
65	1 
66	1 
67	11 
68	1 
69	18 
70	13 
71	13 
72	3 
73	9 
74	7 
75	9 
76	2 
77	13 
78	7 
79	4 
80	9 
81	12 
82	16 
83	19 
84	8 
85	17 
86	11 
87	19 
88	11 
89	1 
90	3 
91	12 
92	17 
93	8 
94	15 
95	8 
96	7 
97	9 
98	2 
99	18 
100	1 
101	19 
102	12 
103	15 
104	11 
105	12 
106	10 
107	2 
108	18 
109	16 
110	12 
111	1 
112	5 
113	7 
114	5 
115	13 
116	10 
117	10 
118	10 
119	10 
120	10 
121	7 8 10 
122	2 14 18 
123	5 10 19 
124	9 10 11 
125	5 8 16 
126	7 16 19 
127	2 5 15 
128	11 12 19 
129	1 9 12 
130	5 9 11 
131	6 10 12 
132	11 13 18 
133	6 11 13 
134	15 16 18 
135	3 5 15 
136	3 14 19 
137	9 13 18 
138	4 10 18 
139	3 8 11 
140	5 8 16 
141	10 12 17 
142	9 12 18 
143	2 7 17 
144	2 7 15 
145	4 8 16 
146	2 4 14 
147	4 8 9 
148	5 12 14 
149	2 13 14 
150	4 10 14 
